,source_id,ra,dec,parallax,phot_g_mean_mag,bp_rp,teff_gspphot,logg_gspphot,mh_gspphot,pm,radial_velocity,lum_flame,radius_flame,mass_flame,mag
3934,141757564565225984,42.16240042193717,37.859866400167675,0.7159770769470298,14.266494,0.7331476,6234.248,4.0172,-0.24,3.1090007,-35.56024,2.7930493,1.4241681,1.2108201,3.540990340764587
3935,141757873802918656,42.54423982811184,37.57122428040254,3.055731353953922,16.544546,2.2692757,3558.1929,4.495,-0.6185,54.82186,,0.04558112,0.5612919,,8.970121979220023
3936,141761619014784256,42.57412414664183,37.753004280404284,3.0387508245697283,11.865781,0.89986134,5514.403,4.2543,-0.3173,51.476906,1.5709164,1.5233762,1.3360553,0.9359439,4.279255325198417
3937,141762168770593408,42.62447889256114,37.802218476725926,2.30275268727251,14.014605,1.0627956,5151.626,4.5324,-0.2183,9.300812,44.675682,0.39898852,0.79113567,0.8652128,5.825841057433493
3938,141767150932338688,42.71840961390178,37.81888560833936,3.5056915058567495,10.777855,0.7156944,,,,8.392752,-32.425274,,,,3.5017234012133276
3939,141769178156747648,42.76582615119414,37.87219960654426,0.9165283977319643,14.962863,0.9479809,5198.602,4.3282,-1.1159,8.710097,,0.9188333,1.1821741,,4.77359355059191
3940,141770483826780928,42.801269568439984,37.940971999441125,2.286680117093053,17.69022,2.6633549,3528.195,4.7179,0.0921,24.63339,,0.046487074,0.5762715,,9.48624695688929
3941,141779894098638336,42.260525152525666,37.853159065386606,2.625227624115681,17.513884,2.4210644,3593.804,4.376,-0.47,49.956837,,0.031670317,0.46651983,,9.609718418192012
3942,141781616382044288,42.29271562025895,37.96202765181249,0.8577771996721323,14.532076,0.8807249,5549.3174,4.2552,-0.5511,3.9534385,-25.077978,1.4947096,1.3315116,0.9376742,4.198948372959762
3943,141781959979422720,42.2677334141095,37.99292966262352,0.7608448435486063,15.407688,0.8786602,5613.6724,4.4834,-0.2645,5.4704957,,0.86906385,0.99222213,0.92437065,4.814168649026499
3944,141783025131522432,42.41600790801035,38.04676152951067,2.3048003598305304,14.398887,1.1209946,4989.055,4.6148,-0.4445,29.890379,-31.152185,0.2870817,0.717651,,6.212054199654229
3945,141788312235098624,42.65003228608266,38.175753017725874,1.2966698559393817,13.670866,0.7875252,6197.5513,4.448,-0.2275,0.33467644,-12.590617,1.7346604,1.1442666,1.1633004,4.235013086536007
3946,141789416042586752,42.51767320157121,38.12152736533834,0.7632899987976273,14.666242,0.8367634,5756.69,4.1313,-0.0988,6.843743,,1.7308111,1.3272731,0.9848771,4.079688551960594
3947,141790236380404480,42.398172399127034,38.14632967763833,2.4517757621705796,17.263094,2.233656,3662.983,4.7994,-0.2837,11.611531,,0.040713068,0.5019781,0.51503825,9.210497685211946
3948,141797245768635648,41.89764789508475,37.79167011700301,3.711281066728964,17.619492,2.8554688,3320.0627,4.8608,0.0248,19.219164,,0.019527152,0.42227313,,10.467110807403687
3949,141801270152554624,41.845696543602436,37.83929246299439,0.797367243999467,14.696285,0.8369198,6109.8027,4.3105,-0.1784,4.770378,,1.7018118,1.1658013,1.1335478,4.204577201760454
3950,141803503535216128,42.02871027656727,37.85491452244894,0.6079675318831974,14.636222,0.74362946,6019.631,4.1874,-0.5119,4.9661345,,2.6643422,1.5164661,1.111019,3.555624772721785
